dataset_name,method,modality_combo,latent,modality,attention_mean,attention_std,note
MedicalImages,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z1,raw,0.1902070939540863,0.36476317048072815,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z1,stats,0.4634997844696045,0.4658702611923218,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z1,gaf,0.2908646762371063,0.4300515949726105,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z1,stft,0.05542851984500885,0.2026587724685669,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z2,raw,0.15312421321868896,0.3100851774215698,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z2,stats,0.46454158425331116,0.4565368890762329,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z2,gaf,0.04372137412428856,0.162851482629776,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z2,stft,0.3386128544807434,0.4487440884113312,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z3,raw,0.2684388756752014,0.4027248024940491,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z3,stats,0.229945108294487,0.3835855722427368,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z3,gaf,0.4850292503833771,0.46782925724983215,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z3,stft,0.01658676750957966,0.08006837218999863,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z4,raw,0.2171260416507721,0.36835697293281555,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z4,stats,0.38338714838027954,0.44396060705184937,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z4,gaf,0.3964267075061798,0.45212188363075256,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z4,stft,0.0030601341277360916,0.014106802642345428,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_STFT,raw_STFT,Z1,raw,0.49098050594329834,0.48488444089889526,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_STFT,raw_STFT,Z1,stft,0.5090194344520569,0.48488444089889526,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_STFT,raw_STFT,Z2,raw,0.43221452832221985,0.4790516793727875,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_STFT,raw_STFT,Z2,stft,0.5677854418754578,0.4790516793727875,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_STFT,raw_STFT,Z3,raw,0.4850703775882721,0.4711255431175232,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_STFT,raw_STFT,Z3,stft,0.5149295330047607,0.4711255431175232,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_STFT,raw_STFT,Z4,raw,0.5241178274154663,0.4776915907859802,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_STFT,raw_STFT,Z4,stft,0.4758821427822113,0.4776915907859802,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_GAF,raw_GAF,Z1,raw,0.6141055822372437,0.46356213092803955,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_GAF,raw_GAF,Z1,gaf,0.38589438796043396,0.46356213092803955,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_GAF,raw_GAF,Z2,raw,0.6889130473136902,0.44252532720565796,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_GAF,raw_GAF,Z2,gaf,0.3110869824886322,0.44252532720565796,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_GAF,raw_GAF,Z3,raw,0.6885455846786499,0.44633811712265015,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_GAF,raw_GAF,Z3,gaf,0.3114544153213501,0.44633811712265015,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_GAF,raw_GAF,Z4,raw,0.761351466178894,0.40174323320388794,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_GAF,raw_GAF,Z4,gaf,0.23864856362342834,0.40174323320388794,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_STFT,raw_stats_STFT,Z1,raw,0.20610898733139038,0.36011698842048645,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_STFT,raw_stats_STFT,Z1,stats,0.6461866497993469,0.42968690395355225,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_STFT,raw_stats_STFT,Z1,stft,0.14770440757274628,0.3171723783016205,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_STFT,raw_stats_STFT,Z2,raw,0.05013846606016159,0.15166586637496948,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_STFT,raw_stats_STFT,Z2,stats,0.6071540713310242,0.438120037317276,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_STFT,raw_stats_STFT,Z2,stft,0.34270748496055603,0.4166991710662842,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_STFT,raw_stats_STFT,Z3,raw,0.14845773577690125,0.3088401257991791,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_STFT,raw_stats_STFT,Z3,stats,0.6102057695388794,0.43643972277641296,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_STFT,raw_stats_STFT,Z3,stft,0.24133644998073578,0.38551896810531616,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_STFT,raw_stats_STFT,Z4,raw,0.32456842064857483,0.4346166253089905,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_STFT,raw_stats_STFT,Z4,stats,0.5419591069221497,0.45211467146873474,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_STFT,raw_stats_STFT,Z4,stft,0.1334725320339203,0.30264371633529663,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z1,raw,0.1921108067035675,0.32326099276542664,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z1,stats,0.32200103998184204,0.373215913772583,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z1,gaf,0.04509102180600166,0.10487432032823563,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z1,stft,0.44079717993736267,0.4033806324005127,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z2,raw,0.2814401090145111,0.3203595280647278,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z2,stats,0.5191020369529724,0.35527846217155457,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z2,gaf,0.05932873860001564,0.12048383802175522,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z2,stft,0.14012910425662994,0.22355255484580994,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z3,raw,0.2711183726787567,0.33396363258361816,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z3,stats,0.4874846637248993,0.4182329475879669,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z3,gaf,0.11422207206487656,0.2187584787607193,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z3,stft,0.12717486917972565,0.21300740540027618,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z4,raw,0.28196999430656433,0.3881002366542816,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z4,stats,0.32288068532943726,0.40172237157821655,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z4,gaf,0.03762069717049599,0.1153707355260849,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z4,stft,0.3575286269187927,0.41661810874938965,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_STFT,raw_STFT,Z1,raw,0.5912125110626221,0.47640788555145264,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_STFT,raw_STFT,Z1,stft,0.40878748893737793,0.47640788555145264,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_STFT,raw_STFT,Z2,raw,0.6233618855476379,0.4769818186759949,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_STFT,raw_STFT,Z2,stft,0.3766380846500397,0.4769818186759949,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_STFT,raw_STFT,Z3,raw,0.6356089115142822,0.47330546379089355,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_STFT,raw_STFT,Z3,stft,0.36439114809036255,0.47330546379089355,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_STFT,raw_STFT,Z4,raw,0.622417688369751,0.47708016633987427,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_STFT,raw_STFT,Z4,stft,0.3775823414325714,0.47708016633987427,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_GAF,raw_GAF,Z1,raw,0.4505707025527954,0.48542216420173645,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_GAF,raw_GAF,Z1,gaf,0.5494292974472046,0.48542216420173645,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_GAF,raw_GAF,Z2,raw,0.5330266356468201,0.49064886569976807,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_GAF,raw_GAF,Z2,gaf,0.4669734239578247,0.49064886569976807,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
